node2	node1	estimate	edges
X82	X78	3.2454040929402086e-17	X78-X82
X82	X79	6.694106257744136e-16	X79-X82
X82	X80	1.0306606188756574e-15	X80-X82
X82	X82	0.9999999999999976	X82-X82
X82	X86	1.419237261112423e-16	X86-X82
X82	X92	1.1251178837203875e-16	X92-X82
X82	X94	-5.521647648889839e-16	X94-X82
X82	X95	4.316823138216135e-16	X95-X82
X82	X96	4.710441039265947e-16	X96-X82
X82	X98	-7.16370726876203e-16	X98-X82
X83	X1	-7.44578734194609e-17	X1-X83
X83	X100	-4.2527883414425714e-20	X100-X83
X83	X12	-8.111042334712973e-19	X12-X83
X83	X13	1.8222739208689826e-17	X13-X83
X83	X14	-1.3838823075778917e-17	X14-X83
X83	X17	-1.2264885822960439e-17	X17-X83
X83	X2	-4.7713172419646265e-18	X2-X83
X83	X22	-8.914458244424199e-18	X22-X83
X83	X23	-1.3655988272355137e-17	X23-X83
X83	X25	4.766328356184018e-18	X25-X83
X83	X27	-2.0289100209040354e-17	X27-X83
X83	X28	-8.322927560863987e-18	X28-X83
X83	X29	4.167111564168668e-17	X29-X83
X83	X3	-3.180126673796512e-17	X3-X83
X83	X30	1.3095080102081007e-17	X30-X83
X83	X32	-5.657437777527173e-18	X32-X83
X83	X34	2.409596260238807e-19	X34-X83
X83	X39	9.454993112545295e-18	X39-X83
X83	X4	7.114397883453202e-19	X4-X83
X83	X40	2.4553237489730574e-17	X40-X83
X83	X41	-1.3526944868039975e-18	X41-X83
X83	X42	-3.4402082040375107e-18	X42-X83
X83	X45	-7.165650424189092e-18	X45-X83
X83	X48	-7.828187020083087e-18	X48-X83
X83	X49	1.0659150653230276e-18	X49-X83
X83	X5	2.1042843924451922e-19	X5-X83
X83	X51	2.434095676584623e-17	X51-X83
X83	X52	3.0127872415820945e-18	X52-X83
X83	X54	4.525454170421488e-18	X54-X83
X83	X56	3.809020808203689e-18	X56-X83
X83	X57	3.898211944254816e-18	X57-X83
X83	X59	-8.746651302260793e-18	X59-X83
X83	X6	-4.3103005780603525e-19	X6-X83
X83	X61	2.9677681192820065e-18	X61-X83
X83	X62	5.979246741588141e-18	X62-X83
X83	X63	4.0911119480725114e-18	X63-X83
X83	X64	-1.682737686936817e-17	X64-X83
X83	X65	-4.254634112416939e-18	X65-X83
X83	X66	4.675576209970911e-18	X66-X83
X83	X68	-3.6908184057935526e-17	X68-X83
X83	X69	-8.221296749166403e-19	X69-X83
X83	X7	6.637489441551724e-18	X7-X83
X83	X70	1.7125876857476087e-17	X70-X83
X83	X72	1.3763067626517332e-18	X72-X83
X83	X73	-4.259151187826372e-18	X73-X83
X83	X75	-9.504489954878288e-17	X75-X83
X83	X79	1.1771473192504929e-17	X79-X83
X83	X8	-2.485718426883817e-18	X8-X83
X83	X83	0.9999999999999999	X83-X83
X83	X84	-4.66429458609265e-18	X84-X83
X83	X98	-7.393566936226586e-18	X98-X83
X84	X1	1.1959827110268136e-16	X1-X84
X84	X17	-3.8363341331755417e-17	X17-X84
X84	X19	-3.565402854368206e-17	X19-X84
X84	X2	1.7809842931873705e-17	X2-X84
X84	X20	-3.005060861716518e-17	X20-X84
X84	X23	5.0534701288879585e-17	X23-X84
X84	X24	-1.2461181885875868e-17	X24-X84
X84	X26	4.57919283980713e-18	X26-X84
X84	X28	1.0158003785771362e-16	X28-X84
X84	X3	-4.674214933626697e-17	X3-X84
X84	X31	1.6978510777870323e-17	X31-X84
X84	X33	8.905009286897698e-17	X33-X84
X84	X34	-1.0518963711723912e-18	X34-X84
X84	X36	-7.356496772202452e-17	X36-X84
X84	X38	-1.4920867607904527e-16	X38-X84
X84	X39	5.641064513940364e-17	X39-X84
X84	X4	4.471834677254199e-18	X4-X84
X84	X40	1.3894076597501474e-17	X40-X84
X84	X41	-4.262763797377459e-17	X41-X84
X84	X48	3.201982605065041e-17	X48-X84
X84	X49	1.8569672929150097e-17	X49-X84
X84	X50	-1.1139163428118539e-18	X50-X84
X84	X52	5.445251154594305e-17	X52-X84
X84	X53	4.099943900807765e-18	X53-X84
X84	X54	6.517853118066359e-17	X54-X84
X84	X56	-1.4399008820904313e-16	X56-X84
X84	X58	-7.735672758383747e-18	X58-X84
X84	X59	5.660321065452053e-17	X59-X84
X84	X61	-1.0996865761062543e-17	X61-X84
X84	X64	-4.208690067042122e-17	X64-X84
X84	X65	-4.7539791014308926e-17	X65-X84
X84	X66	1.0304487799430557e-16	X66-X84
X84	X67	-3.858024973349614e-17	X67-X84
X84	X68	-7.446731959137323e-17	X68-X84
X84	X69	6.211219144060514e-18	X69-X84
X84	X70	7.876144594934187e-17	X70-X84
X84	X71	-6.770939155711276e-17	X71-X84
X84	X72	8.65667130566947e-18	X72-X84
X84	X73	-4.786073951652526e-17	X73-X84
X84	X74	-6.414558971961888e-17	X74-X84
X84	X75	-8.327465046813864e-17	X75-X84
X84	X79	-7.879643346838251e-17	X79-X84
X84	X8	-1.4722130026419907e-17	X8-X84
X84	X84	0.9999999999999988	X84-X84
X84	X95	-2.7319269825158337e-17	X95-X84
X84	X98	-7.222123305289642e-17	X98-X84
X85	X10	1.595999511808855e-14	X10-X85
X85	X100	7.966394768791901e-17	X100-X85
X85	X11	-4.9410754951701995e-17	X11-X85
X85	X12	4.916354242645347e-16	X12-X85
X85	X13	7.93949727648643e-14	X13-X85
X85	X14	3.635311988316803e-15	X14-X85
X85	X15	4.49880802147072e-14	X15-X85
X85	X17	-6.606009341540771e-15	X17-X85
X85	X2	-3.8111431365615756e-16	X2-X85
X85	X20	9.904902591343535e-16	X20-X85
X85	X21	-1.726001550915933e-14	X21-X85
X85	X22	2.7791103322906452e-15	X22-X85
X85	X23	6.000153518998568e-15	X23-X85
X85	X24	5.354957170781702e-16	X24-X85
X85	X25	3.3451927238960074e-15	X25-X85
X85	X26	-1.298981178907284e-16	X26-X85
X85	X27	2.3150594909963446e-15	X27-X85
X85	X28	3.716796397309876e-16	X28-X85
X85	X3	3.695609008725092e-16	X3-X85
X85	X31	-1.2183460197436799e-16	X31-X85
X85	X32	-9.739417247230888e-16	X32-X85
X85	X33	1.5222635386698387e-15	X33-X85
X85	X34	-5.895889385028211e-18	X34-X85
X85	X35	7.483396364389624e-16	X35-X85
X85	X36	-3.869226596368711e-16	X36-X85
X85	X37	6.7795965327339124e-15	X37-X85
X85	X38	-8.021529098682629e-16	X38-X85
X85	X39	-7.837798150841349e-16	X39-X85
X85	X4	1.2459032545465988e-17	X4-X85
X85	X41	-8.956983123909883e-17	X41-X85
X85	X42	-4.129446806900336e-16	X42-X85
X85	X43	6.177468553800418e-16	X43-X85
X85	X44	5.398094797421599e-17	X44-X85
X85	X45	-5.1803048446573485e-16	X45-X85
X85	X48	-1.0653820891511504e-15	X48-X85
X85	X49	1.664846832593096e-16	X49-X85
X85	X5	-1.9151493589400674e-17	X5-X85
X85	X50	3.482920299333543e-17	X50-X85
X85	X52	2.922767610131794e-16	X52-X85
X85	X53	-3.033260519400746e-17	X53-X85
X85	X54	4.1400585763329275e-16	X54-X85
X85	X56	-3.1835850107018624e-16	X56-X85
X85	X57	-3.898313367666144e-15	X57-X85
X85	X60	2.635981802681581e-16	X60-X85
X85	X62	-5.787132147724825e-16	X62-X85
X85	X64	-3.7800430690076355e-16	X64-X85
X85	X65	4.9125991881915375e-16	X65-X85
X85	X66	-9.693468237450744e-16	X66-X85
X85	X67	-3.8877976161755467e-16	X67-X85
X85	X7	1.2594395626063423e-15	X7-X85
X85	X70	-1.076575216075638e-15	X70-X85
X85	X71	-4.353102195344148e-16	X71-X85
X85	X72	-9.104801824831934e-17	X72-X85
X85	X73	-1.113734648964826e-15	X73-X85
X85	X74	-4.602909750702251e-16	X74-X85
X85	X75	-6.40128658808507e-16	X75-X85
X85	X76	-2.354695243587827e-16	X76-X85
X85	X78	-9.156915718649543e-18	X78-X85
X85	X8	-2.867502410647965e-16	X8-X85
X85	X81	-2.8823042706803033e-15	X81-X85
X85	X82	2.323941109735188e-16	X82-X85
X85	X85	1.0000000000000018	X85-X85
X85	X98	-5.571088443294595e-16	X98-X85
X86	X1	4.567902980941882e-15	X1-X86
X86	X10	-1.979529251488607e-14	X10-X86
X86	X15	-5.974680799238511e-13	X15-X86
X86	X16	6.7306243722833805e-15	X16-X86
X86	X17	-6.19038052455396e-15	X17-X86
X86	X19	-7.404392639427921e-14	X19-X86
X86	X2	-1.8083597280115705e-15	X2-X86
X86	X21	-1.2209800704488526e-14	X21-X86
X86	X22	7.083021790288803e-15	X22-X86
X86	X23	-7.358311274841721e-15	X23-X86
X86	X25	7.665140407385413e-15	X25-X86
X86	X26	2.161439230902285e-15	X26-X86
X86	X27	8.112423701740363e-15	X27-X86
X86	X28	-8.388713198603166e-15	X28-X86
X86	X29	-1.7656290078591204e-14	X29-X86
X86	X3	-3.699018184253347e-15	X3-X86
X86	X31	3.5282826492299508e-15	X31-X86
X86	X32	6.382883636058713e-15	X32-X86
X86	X33	7.775796209658108e-15	X33-X86
X86	X35	-4.161877426753925e-15	X35-X86
X86	X37	1.9184686637697115e-14	X37-X86
X86	X38	1.2777436565551278e-14	X38-X86
X86	X39	8.294837586971741e-15	X39-X86
X86	X4	5.215037804875633e-16	X4-X86
X86	X42	-2.839192686971536e-15	X42-X86
X86	X44	-1.2026627209796416e-15	X44-X86
X86	X45	8.853820714639838e-15	X45-X86
X86	X47	-5.3310916700305164e-15	X47-X86
X86	X48	-8.688818757565758e-15	X48-X86
X86	X49	-9.75069815538761e-16	X49-X86
X86	X5	1.9826131603878299e-16	X5-X86
X86	X50	1.3790727436968348e-16	X50-X86
X86	X52	-1.1867184544215401e-14	X52-X86
X86	X53	5.564151548598021e-16	X53-X86
X86	X54	-3.600208000857544e-15	X54-X86
X86	X55	-2.5554534515584305e-15	X55-X86
X86	X57	-4.449924637012464e-14	X57-X86
X86	X58	-1.151724363517832e-15	X58-X86
X86	X6	-7.54729988656018e-15	X6-X86
X86	X62	-9.302107429163256e-15	X62-X86
X86	X66	6.680072753205326e-15	X66-X86
X86	X67	1.1019760776932725e-14	X67-X86
X86	X68	-7.071734604914794e-15	X68-X86
X86	X69	-7.106271061188595e-16	X69-X86
X86	X7	-1.1034625702292275e-14	X7-X86
X86	X70	8.153809294841243e-15	X70-X86
X86	X72	-1.132791254710019e-15	X72-X86
X86	X73	1.4131344601338831e-14	X73-X86
X86	X74	9.986725297904414e-15	X74-X86
X86	X76	-4.0834054156250546e-15	X76-X86
X86	X78	1.6594035241548181e-16	X78-X86
X86	X79	8.84087187251891e-15	X79-X86
X86	X8	4.314523386540623e-15	X8-X86
X86	X80	4.959277432384736e-15	X80-X86
X86	X81	-2.281451551667434e-14	X81-X86
X86	X82	-2.896247367395878e-15	X82-X86
X86	X85	1.1112853577706608e-14	X85-X86
X86	X86	0.9999999999999963	X86-X86
X86	X98	5.8500420599684585e-15	X98-X86
X87	X10	-1.174987470186154e-16	X10-X87
X87	X12	2.9582850233739637e-17	X12-X87
X87	X18	1.1690473174958302e-16	X18-X87
X87	X20	-1.1059003667106475e-16	X20-X87
X87	X23	-1.2034985776348403e-16	X23-X87
X87	X24	2.6351914888399638e-17	X24-X87
X87	X27	-1.2113390583095121e-16	X27-X87
X87	X32	-1.9398158197308912e-16	X32-X87
X87	X33	-1.9373932219811032e-16	X33-X87
X87	X34	4.089116791138823e-18	X34-X87
X87	X35	-1.2123646004347055e-16	X35-X87
X87	X36	-1.575412462218154e-16	X36-X87
X87	X37	-1.3231462824744243e-16	X37-X87
X87	X4	-5.673815944941715e-18	X4-X87
X87	X41	4.9689952610119475e-17	X41-X87
X87	X43	-1.723614244028373e-16	X43-X87
X87	X44	3.4421104388424935e-18	X44-X87
X87	X47	2.519315340178229e-16	X47-X87
X87	X48	-9.273162266910832e-17	X48-X87
X87	X49	1.561408453731736e-17	X49-X87
X87	X50	5.212841721261131e-17	X50-X87
X87	X51	-1.717297420220243e-16	X51-X87
X87	X53	-4.355380406505168e-18	X53-X87
X87	X54	1.0840945399552721e-16	X54-X87
X87	X56	-1.316133526400532e-16	X56-X87
X87	X57	1.2714326431178854e-16	X57-X87
X87	X58	-4.0795428355215617e-16	X58-X87
X87	X59	-1.547617698548919e-16	X59-X87
X87	X6	-1.3171576000457511e-17	X6-X87
X87	X61	2.5540030824252277e-17	X61-X87
X87	X62	1.5008294141231457e-16	X62-X87
X87	X64	9.428146383529705e-17	X64-X87
X87	X65	1.205932740315355e-16	X65-X87
X87	X66	1.3114776741590504e-16	X66-X87
X87	X67	1.6141406360588377e-16	X67-X87
X87	X69	-2.5249522699168572e-17	X69-X87
X87	X70	-1.8978862613181062e-16	X70-X87
X87	X75	1.7036531299137973e-16	X75-X87
X87	X76	-6.520402112864248e-17	X76-X87
X87	X77	-6.54073172339134e-18	X77-X87
X87	X79	9.203166230765095e-17	X79-X87
X87	X8	-1.0529731163061158e-16	X8-X87
X87	X81	5.462087537178871e-17	X81-X87
X87	X84	1.6600794674214057e-16	X84-X87
X87	X85	-2.4812331807096042e-17	X85-X87
X87	X87	1.0000000000000038	X87-X87
X87	X98	-1.3636317158413526e-16	X98-X87
X88	X1	3.4394383987541054e-16	X1-X88
X88	X10	9.503777868371361e-17	X10-X88
X88	X100	-7.53962784170683e-19	X100-X88
X88	X13	-5.42212183476182e-16	X13-X88
X88	X14	-1.120291821198443e-16	X14-X88
X88	X18	6.703374856458244e-17	X18-X88
X88	X2	-6.84186337618752e-17	X2-X88
X88	X20	-4.7542607247574744e-17	X20-X88
X88	X23	-1.0659243512706137e-16	X23-X88
X88	X28	-1.6946466012379959e-16	X28-X88
X88	X29	2.1046731608427969e-16	X29-X88
X88	X3	2.5347427106968447e-16	X3-X88
X88	X32	-9.63455064085147e-17	X32-X88
X88	X33	-1.023410003650449e-16	X33-X88
X88	X34	5.301022904900301e-18	X34-X88
X88	X36	-2.613115399279153e-16	X36-X88
X88	X37	-1.3114682765868263e-16	X37-X88
X88	X39	-7.521735593116343e-17	X39-X88
X88	X4	4.257472478412572e-18	X4-X88
X88	X40	-6.708606886064645e-17	X40-X88
X88	X42	-3.63917610116902e-17	X42-X88
X88	X43	1.285794145985584e-16	X43-X88
X88	X44	2.5992503645174733e-18	X44-X88
X88	X45	-1.3811086450192913e-16	X45-X88
X88	X47	9.170384965572232e-17	X47-X88
X88	X48	-5.975424061795965e-17	X48-X88
X88	X5	3.4323354781406857e-18	X5-X88
X88	X51	-9.334198912381821e-17	X51-X88
X88	X52	-6.601034183871214e-17	X52-X88
X88	X53	2.1350046087496545e-17	X53-X88
X88	X59	2.6688046891612314e-16	X59-X88
X88	X61	7.31408211792864e-17	X61-X88
X88	X65	-9.759314348130942e-17	X65-X88
X88	X66	-8.946680388618012e-17	X66-X88
X88	X67	1.6443694561782977e-16	X67-X88
X88	X69	-1.6633737308210304e-17	X69-X88
X88	X7	-1.218569568627688e-16	X7-X88
X88	X70	-5.397183126917417e-16	X70-X88
X88	X71	1.3196412996069362e-16	X71-X88
X88	X72	2.0611977980295918e-17	X72-X88
X88	X74	-1.368596355275278e-16	X74-X88
X88	X76	4.5989962655465204e-17	X76-X88
X88	X77	-5.254970153203817e-18	X77-X88
X88	X81	5.917879567212298e-17	X81-X88
X88	X83	4.16166398848993e-16	X83-X88
X88	X84	-1.72103694453731e-16	X84-X88
X88	X85	-1.6675479087013287e-17	X85-X88
X88	X87	1.3407915067234014e-16	X87-X88
X88	X88	0.9999999999999971	X88-X88
X88	X98	-1.0892632909487792e-16	X98-X88
X89	X1	2.583877182347032e-16	X1-X89
X89	X10	-1.3936900466556634e-15	X10-X89
X89	X100	1.0853245224381578e-18	X100-X89
X89	X13	-7.238639038864405e-16	X13-X89
X89	X14	9.06903605498626e-16	X14-X89
X89	X15	-5.858134997896409e-15	X15-X89
X89	X17	1.6960614038083672e-16	X17-X89
X89	X18	1.2457722181507436e-16	X18-X89
X89	X20	-1.2549820812995015e-16	X20-X89
X89	X21	-6.641734058733667e-16	X21-X89
X89	X23	-1.976049835347126e-16	X23-X89
X89	X25	-6.625991706506673e-16	X25-X89
X89	X26	3.57294703651268e-17	X26-X89
X89	X27	4.246282868081634e-16	X27-X89
X89	X28	2.5690232826877736e-16	X28-X89
X89	X29	3.8676449334908e-16	X29-X89
X89	X30	1.2756278658843766e-16	X30-X89
X89	X31	3.3486933788728e-17	X31-X89
X89	X33	2.520397983484716e-16	X33-X89
X89	X34	5.138773636110419e-18	X34-X89
X89	X35	1.9957113246229346e-16	X35-X89
X89	X36	2.3070395069089046e-16	X36-X89
X89	X38	1.3492357294691712e-16	X38-X89
X89	X4	-7.461879176835846e-18	X4-X89
X89	X41	2.124313032836413e-17	X41-X89
X89	X42	-3.232440478248737e-17	X42-X89
X89	X43	1.4137404716808387e-16	X43-X89
X89	X44	-1.0441630217870456e-17	X44-X89
X89	X45	1.2230287768141524e-16	X45-X89
X89	X48	-1.4292543248180514e-16	X48-X89
X89	X51	1.1385354661887411e-16	X51-X89
X89	X52	8.920546026063936e-17	X52-X89
X89	X53	-8.006901781203392e-18	X53-X89
X89	X56	-1.6101961423147016e-16	X56-X89
X89	X57	-2.4898047520227017e-16	X57-X89
X89	X6	1.6948918250899018e-17	X6-X89
X89	X60	-2.7484064583829e-17	X60-X89
X89	X61	1.0633831167317528e-16	X61-X89
X89	X62	-1.588207510149272e-16	X62-X89
X89	X65	2.104833393624231e-16	X65-X89
X89	X67	-4.203529259532961e-16	X67-X89
X89	X7	4.3480206144049873e-16	X7-X89
X89	X72	-3.9710450371051797e-17	X72-X89
X89	X73	-1.8885004212930489e-16	X73-X89
X89	X74	2.0721399349594586e-16	X74-X89
X89	X75	1.2756385040055524e-16	X75-X89
X89	X77	-7.595014070789502e-18	X77-X89
X89	X78	1.5721787666383177e-18	X78-X89
X89	X8	5.03933486989274e-17	X8-X89
X89	X81	-5.694961296028948e-17	X81-X89
X89	X82	-5.505728071822599e-17	X82-X89
X89	X83	2.2821835132210957e-16	X83-X89
X89	X85	3.2695628005889255e-17	X85-X89
X89	X88	3.2654035805826233e-16	X88-X89
X89	X89	0.9999999999999977	X89-X89
X89	X98	9.394386265584762e-17	X98-X89
X9	X10	-1.248786948687208e-14	X10-X9
X9	X100	-1.5701999866285465e-17	X100-X9
X9	X11	9.293606141570438e-18	X11-X9
X9	X12	3.727565519275485e-17	X12-X9
X9	X13	-6.8878449414479465e-15	X13-X9
X9	X14	2.496205165768376e-16	X14-X9
X9	X15	1.5895612739360139e-13	X15-X9
X9	X18	3.6603905574585364e-16	X18-X9
X9	X19	1.6253398628895077e-16	X19-X9
X9	X21	5.2701885826459955e-17	X21-X9
X9	X22	-3.4181432344788495e-17	X22-X9
X9	X24	-3.0874308877168792e-18	X24-X9
X9	X26	3.646578732026127e-18	X26-X9
X9	X27	6.419854532948908e-16	X27-X9
X9	X28	2.4324084464319723e-17	X28-X9
X9	X3	-3.194139897352178e-17	X3-X9
X9	X33	-3.7074500937765976e-17	X33-X9
X9	X34	8.203897041960268e-19	X34-X9
X9	X39	3.1268045053353364e-17	X39-X9
X9	X40	2.9695246106436344e-17	X40-X9
X9	X42	-8.194141224859127e-18	X42-X9
X9	X43	7.50995963322631e-17	X43-X9
X9	X44	-1.6068791373670619e-18	X44-X9
X9	X45	4.474364663184092e-17	X45-X9
X9	X52	2.1688924729819843e-17	X52-X9
X9	X54	2.3741733410137947e-17	X54-X9
X9	X57	-1.8648762693532196e-16	X57-X9
X9	X58	-8.05505690822868e-18	X58-X9
X9	X59	7.644985430579972e-17	X59-X9
X9	X6	2.8013042190221205e-17	X6-X9
X9	X60	-1.476846802165656e-16	X60-X9
X9	X61	1.282504922633336e-17	X61-X9
X9	X62	-4.387325885660144e-17	X62-X9
X9	X63	-3.66879225102204e-17	X63-X9
X9	X65	4.0733939071758753e-17	X65-X9
X9	X66	3.641373075419797e-17	X66-X9
X9	X68	-2.8468757115571175e-17	X68-X9
X9	X7	-3.6194334828064374e-17	X7-X9
X9	X71	4.255879382494995e-17	X71-X9
X9	X72	7.798905313970008e-18	X72-X9
X9	X73	3.38160816019336e-17	X73-X9
X9	X75	-1.0297331866947166e-16	X75-X9
X9	X81	-7.11070069111608e-17	X81-X9
X9	X83	-1.3037700908937665e-16	X83-X9
X9	X84	-5.1378867917247327e-17	X84-X9
X9	X85	-1.2782847211076384e-17	X85-X9
X9	X87	4.978832261379028e-17	X87-X9
X9	X89	4.1079576963328955e-17	X89-X9
X9	X9	1.0000000000000007	X9-X9
X9	X93	2.725892345038915e-17	X93-X9
X90	X1	3.4630470756220704e-17	X1-X90
X90	X10	-5.175626347307293e-14	X10-X90
X90	X100	9.741923104061435e-17	X100-X90
X90	X11	-4.608528841486328e-17	X11-X90
X90	X12	8.777577413925005e-17	X12-X90
X90	X13	-2.9034736655275557e-13	X13-X90
X90	X14	1.2336364026577294e-14	X14-X90
X90	X15	-1.6723553318549052e-13	X15-X90
X90	X16	8.538333897013602e-16	X16-X90
X90	X17	-3.3900749855125634e-17	X17-X90
X90	X19	-3.611981209555594e-17	X19-X90
X90	X21	-6.508403364738826e-17	X21-X90
X90	X22	-7.88884184648872e-17	X22-X90
X90	X23	-6.295589605754258e-17	X23-X90
X90	X25	-3.3334896457372036e-17	X25-X90
X90	X28	8.316266148612709e-17	X28-X90
X90	X3	-2.7259325180779176e-17	X3-X90
X90	X30	5.2236768821060155e-17	X30-X90
X90	X31	1.2626550641220846e-17	X31-X90
X90	X32	-8.108158406526647e-17	X32-X90
X90	X33	-3.9769840939036554e-17	X33-X90
X90	X35	-4.369159264779372e-17	X35-X90
X90	X36	-1.5295228631656732e-16	X36-X90
X90	X4	2.59430500180103e-18	X4-X90
X90	X40	9.740739290565076e-18	X40-X90
X90	X41	-1.1078553602601401e-17	X41-X90
X90	X44	-9.892577372596243e-19	X44-X90
X90	X45	-7.40623404374322e-17	X45-X90
X90	X46	3.316616462187796e-17	X46-X90
X90	X48	4.880584533605532e-17	X48-X90
X90	X50	-1.2432769688654938e-18	X50-X90
X90	X52	5.615626309758452e-17	X52-X90
X90	X54	9.342578760809649e-17	X54-X90
X90	X57	-4.4545674973873475e-17	X57-X90
X90	X63	5.735401202257733e-17	X63-X90
X90	X66	-7.333321643008792e-17	X66-X90
X90	X67	5.0244730974391736e-17	X67-X90
X90	X68	2.336230969289865e-17	X68-X90
X90	X69	-5.4608810352086964e-18	X69-X90
X90	X7	7.452468875223868e-17	X7-X90
X90	X71	-6.584319455759581e-17	X71-X90
X90	X72	8.999704707923432e-18	X72-X90
X90	X74	3.106531316126108e-17	X74-X90
X90	X76	3.947113158387407e-17	X76-X90
X90	X77	-1.4541947792787913e-18	X77-X90
X90	X79	1.2602629850784462e-16	X79-X90
X90	X80	-5.93398983922347e-17	X80-X90
X90	X88	-5.65592749965347e-17	X88-X90
X90	X89	-6.166825159230453e-17	X89-X90
X90	X90	1.0000000000000007	X90-X90
X91	X1	1.9145089568076162e-15	X1-X91
X91	X10	4.642789967188664e-15	X10-X91
X91	X100	-4.3302077283139226e-17	X100-X91
X91	X11	5.029615459390511e-17	X11-X91
X91	X12	-1.5642072038224174e-15	X12-X91
X91	X13	-8.547273326660816e-14	X13-X91
X91	X14	-1.8517799389908233e-14	X14-X91
X91	X15	-5.531609818869228e-13	X15-X91
X91	X17	7.017964323085514e-15	X17-X91
X91	X19	-2.4980573854723166e-15	X19-X91
X91	X2	9.650803942439711e-16	X2-X91
X91	X20	-5.84478181216287e-15	X20-X91
X91	X21	1.5669806293057795e-15	X21-X91
X91	X22	-1.99773987734074e-15	X22-X91
X91	X23	3.497999931268096e-15	X23-X91
X91	X24	-1.5636245926323193e-15	X24-X91
X91	X25	-7.785580335375344e-15	X25-X91
X91	X26	1.2089126585011594e-15	X26-X91
X91	X27	-1.7809900232683606e-15	X27-X91
X91	X28	-1.2950212721298776e-15	X28-X91
X91	X29	1.4326434135285832e-14	X29-X91
X91	X3	-8.488240834089041e-16	X3-X91
X91	X30	-1.5024520447530578e-15	X30-X91
X91	X31	-7.026966728491919e-15	X31-X91
X91	X32	-1.9963950314402348e-15	X32-X91
X91	X33	-1.6319295528368461e-15	X33-X91
X91	X34	7.351100628220387e-17	X34-X91
X91	X36	3.2216348298753223e-15	X36-X91
X91	X38	-1.9650233028483885e-15	X38-X91
X91	X39	-2.1287768180072435e-15	X39-X91
X91	X4	-1.3810441424423512e-16	X4-X91
X91	X40	-5.732745494191434e-16	X40-X91
X91	X41	6.165636066889036e-16	X41-X91
X91	X42	7.33790129431049e-16	X42-X91
X91	X43	4.868068491978108e-15	X43-X91
X91	X44	-4.968714623393462e-16	X44-X91
X91	X46	-1.6597058632465478e-15	X46-X91
X91	X47	-1.126941841560452e-15	X47-X91
X91	X48	1.5812728295347908e-15	X48-X91
X91	X49	1.3266554649589226e-15	X49-X91
X91	X5	1.855021600457497e-16	X5-X91
X91	X53	-5.890339482367541e-17	X53-X91
X91	X54	2.575929462020762e-15	X54-X91
X91	X57	1.6918905401351282e-15	X57-X91
X91	X6	-5.861884047465533e-16	X6-X91
X91	X60	5.908399690478835e-16	X60-X91
X91	X61	9.45358102258096e-16	X61-X91
X91	X62	1.1559955659978349e-14	X62-X91
X91	X66	2.8344058062417383e-15	X66-X91
X91	X68	-1.1053618766312126e-15	X68-X91
X91	X70	3.1445465126585165e-15	X70-X91
X91	X71	-8.474543221662452e-15	X71-X91
X91	X72	2.153138573040977e-16	X72-X91
X91	X73	1.7037094767734912e-15	X73-X91
X91	X75	3.3859287995946557e-15	X75-X91
X91	X76	1.2972112832270016e-15	X76-X91
X91	X77	-6.320109168804753e-17	X77-X91
X91	X78	-2.4156933529326e-16	X78-X91
X91	X79	2.2857611888208443e-15	X79-X91
X91	X8	5.815734024563873e-16	X8-X91
X91	X80	2.285829891134681e-15	X80-X91
X91	X81	1.2846677038230862e-15	X81-X91
X91	X82	-2.5136387209634983e-15	X82-X91
X91	X83	2.315350205828434e-15	X83-X91
X91	X85	-4.742663706733613e-16	X85-X91
X91	X87	2.1842666540401035e-15	X87-X91
X91	X89	-3.4382400017124404e-15	X89-X91
X91	X9	-1.4262643617918865e-15	X9-X91
X91	X91	1.0000000000000024	X91-X91
X92	X1	-5.761416455201033e-15	X1-X92
X92	X10	1.2121155768754218e-14	X10-X92
X92	X100	-5.318277480274439e-17	X100-X92
X92	X11	4.3356960597192474e-16	X11-X92
X92	X13	-3.248992827630061e-14	X13-X92
X92	X14	-2.8898016606556866e-14	X14-X92
X92	X15	4.2069400864048006e-14	X15-X92
X92	X16	4.212023305295278e-15	X16-X92
X92	X17	2.302616417685218e-14	X17-X92
X92	X18	1.699859627443427e-15	X18-X92
X92	X2	1.2841816504171907e-15	X2-X92
X92	X22	9.484248602079282e-15	X22-X92
X92	X23	4.43746822076627e-15	X23-X92
X92	X24	-5.956909570760151e-16	X24-X92
X92	X26	-2.2139736637788344e-16	X26-X92
X92	X28	-3.3241444662665395e-15	X28-X92
X92	X29	4.3359749466554625e-15	X29-X92
X92	X30	7.431409378071554e-15	X30-X92
X92	X31	-9.855730617106869e-15	X31-X92
X92	X32	-4.59844396129162e-15	X32-X92
X92	X33	3.63506373473942e-15	X33-X92
X92	X35	2.430758813054101e-15	X35-X92
X92	X36	-3.4523544077946192e-15	X36-X92
X92	X37	3.796156727006377e-15	X37-X92
X92	X39	-4.36985804977991e-15	X39-X92
X92	X46	7.775402145092284e-15	X46-X92
X92	X49	-1.1302162114643778e-14	X49-X92
X92	X51	-4.171065228659716e-15	X51-X92
X92	X54	-4.648316769992866e-15	X54-X92
X92	X55	-1.2948977410975416e-15	X55-X92
X92	X56	-2.424078376697803e-15	X56-X92
X92	X6	-3.232837499131323e-16	X6-X92
X92	X61	-1.0985318321474784e-15	X61-X92
X92	X62	1.4927970388606165e-14	X62-X92
